run_id,remote_status,synced_local,rmse_abs_test,skill_score,formula_eval_rmse_delta,formula_eval_r2_delta,note
20260309_modal_direct_fullflow__sym_strict_r2_0_98,completed,yes,3779.759420658445,-0.4591722588251237,3780.1803505711514,-1.1307858618865727,best direct run in this batch; formula explicitly includes wind/GHI/temp terms but still fails positive-skill gate
20260309_modal_direct_fullflow__sym_strict_r2_0_99,completed,yes,3797.876441424891,-0.46616631616392423,3798.3182903745696,-1.1512826541330345,strict canonical
20260309_modal_direct_fullflow__sym_strict_r2_0_995,completed,yes,3837.250165134114,-0.48136650193477815,3837.8414653880104,-1.1962856677345024,strict canonical
20260309_modal_direct_fullflow__sym_medium_r2_0_98,partial_remote_artifacts,no,,,,remote only has formula_metrics/formula.tex/formula.sympy.txt/edge_symbolic_report.csv; no payload or formula_eval_test
20260309_modal_direct_fullflow__sym_medium_r2_0_99,partial_remote_artifacts_dir,no,,,,remote only has artifacts dir; no payload and no listed files inside artifacts at check time
20260309_modal_direct_fullflow__sym_medium_r2_0_995,partial_remote_artifacts,no,,,,remote only has formula_metrics/formula.tex/formula.sympy.txt/edge_symbolic_report.csv; no payload or formula_eval_test
20260309_modal_direct_fullflow__sym_strict_poly4_r2_0_99,completed,yes,3797.6048544989503,-0.46606147030891387,3798.0463291085853,-1.1509745995868346,poly4 canonical
20260309_modal_direct_fullflow__sym_strict_poly4_r2_0_995,partial_remote_artifacts_dir,no,,,,remote only has artifacts dir; no payload and no listed files inside artifacts at check time
20260309_modal_direct_fullflow__sym_strict_poly4_r2_0_999,completed,yes,3840.087264070062,-0.48246176107752947,3840.6797889669433,-1.1995354499800914,poly4 canonical
20260309_modal_direct_fullflow__sym_strict_r2_0_99_fast5k,completed,yes,3797.178951811681,-0.4658970510120599,3797.668609521083,-1.1505467876183455,strict fast5k sidecar
20260309_modal_direct_fullflow__sym_medium_r2_0_99_fast5k,partial_remote_artifacts,no,,,,remote only has formula_metrics/formula.tex/formula.sympy.txt/edge_symbolic_report.csv; no payload or formula_eval_test
